order_number,date,casting_weight_gr,material,modul,inoculant_weight_gr
170623141,7/18/2022,181764,S,1.22,7173
170623143,7/18/2022,195160,S,1.17,7885
170623147,7/14/2022,12240,S,0.95,717
170623161,7/2/2022,31396,S,1.08,1374
170623175,7/4/2022,77357,S,0.95,4342
170623189,7/14/2022,158358,S,0.94,9665
170623191,7/14/2022,25704,S,0.94,1549
170623193,7/14/2022,138720,S,0.94,7870
170623197,7/19/2022,33062,S,1.04,1611
170623201,7/18/2022,12240,S,0.95,717
170623203,7/18/2022,29070,S,1.07,1344
170623205,7/18/2022,27479,S,1.04,1210
170623245,7/4/2022,20074,S,1.22,814
170623263,7/1/2022,25551,G,1.42,769
170623265,7/1/2022,28886,G,1.65,814
170623267,7/1/2022,44758,G,1.77,1033
170623291,6/28/2022,359944,I,1.8,6254
170623299,7/20/2022,488852,G,2.16,9379
170623305,7/2/2022,629830,G,2.18,11896
170623307,6/30/2022,9537,F,1.57,152
170623311,7/4/2022,409795,G,2.46,6852
170623313,7/2/2022,642362,G,2.31,11346
170623315,7/19/2022,48307,S,0.95,2856
170623317,7/4/2022,36567,G,1.81,814
170623319,7/4/2022,44758,G,1.78,1033
170623321,7/4/2022,77969,G,1.76,1803
170623325,6/30/2022,11261,F,1.36,164
170623329,7/4/2022,84323,G,1.81,1885
170623335,6/30/2022,40433,F,1.57,620
170623337,7/4/2022,16796,G,1.31,632
170623339,7/14/2022,10771,S,1.12,510
170623991,7/21/2022,173563,G,2.34,3025
170624573,7/29/2022,19543,S,1.15,822
170624585,7/23/2022,28611,F,1.57,451
170624593,7/28/2022,54070,F,1.15,657
170624599,7/25/2022,17595,S,1.09,834
170624657,7/24/2022,43928,I,2.76,1364
170624669,7/23/2022,19492,F,1.11,224
170624671,7/23/2022,25735,F,3.17,488
170624675,7/24/2022,15980,I,2.78,560
170624693,7/25/2022,109956,S,0.91,7101
170624695,7/25/2022,43683,S,0.95,2609
170624701,7/25/2022,919000,G,2.19,16848
170624703,7/24/2022,919000,G,2.19,16848
170624705,7/25/2022,61200,S,0.9,4038
170624707,7/25/2022,30430,S,1.13,1404
170624711,7/28/2022,14953,F,1.17,194
170624713,7/27/2022,22522,F,1.74,329
170624715,7/28/2022,120333,S,0.95,6755
170624717,7/27/2022,81110,S,0.94,4952
170624719,7/28/2022,81110,S,0.94,4952
170624723,7/28/2022,44581,S,0.95,2622
170624479,7/24/2022,114186,I,1.46,1900
170624483,7/23/2022,233335,G,2.2,4237
170624485,7/23/2022,121135,G,2.39,2086
170624487,7/23/2022,72624,F,1.23,954
170624489,7/23/2022,29039,F,1.54,471
170624491,7/23/2022,43421,F,1.3,570
170624495,7/23/2022,26469,F,2.48,495
170624497,7/24/2022,24018,I,2.11,620
170624501,7/24/2022,17238,I,3.14,575
170624503,7/24/2022,17952,I,2.95,583
170624507,7/24/2022,37264,G,1.4,1312
170624509,7/23/2022,150552,F,1.17,1947
170624517,7/22/2022,302260,S,1.26,9229
170624519,7/25/2022,302260,S,1.26,9229
170624549,7/26/2022,34231,I,2.44,924
170624555,7/26/2022,32518,I,2.72,904
170624561,7/23/2022,12046,F,1.5,172
170624563,7/25/2022,14198,S,0.97,742
170624727,7/25/2022,335158,S,1.24,9067
170625141,7/28/2022,43513,F,1.34,573
170625143,7/28/2022,29009,F,1.34,381
170625147,7/26/2022,21777,I,3.13,814
170625151,7/26/2022,20264,I,2.58,607
170625153,7/26/2022,25826,I,2.5,695
170625159,7/26/2022,29784,I,2.34,859
170625161,7/26/2022,38760,I,2.27,976
170625169,7/28/2022,45074,F,1.21,585
170625177,7/27/2022,47600,F,1.72,667
170625185,7/26/2022,19720,I,2.33,570
170625187,7/27/2022,28846,F,1.87,446
170625191,7/28/2022,31090,F,2.05,423
170625193,7/28/2022,31702,F,1.88,538
170625195,7/28/2022,21257,F,1.89,359
170625217,7/28/2022,21950,F,1.35,324
170625225,7/28/2022,29254,F,1.24,383
170625249,7/28/2022,21298,F,2.77,453
170625255,7/29/2022,29784,I,2.34,859
170625257,7/28/2022,30518,F,1.19,393
170625265,7/29/2022,37604,I,2.11,931
170625299,7/28/2022,72583,F,1.14,879
170625305,7/29/2022,124821,I,2.62,3670
170625313,7/28/2022,190740,F,2.87,4185
170624731,7/24/2022,168402,G,1.9,3650
170624733,7/24/2022,75429,G,1.96,1541
170624737,7/24/2022,44095,G,1.93,911
170624739,7/24/2022,223176,G,2.16,4195
170624775,7/28/2022,45125,F,1.6,573
170624797,7/26/2022,66606,I,1.57,1133
170624813,8/1/2022,100640,S,1.71,2487
170624869,7/28/2022,36666,S,0.96,1959
170624871,7/28/2022,91106,S,0.96,5077
170624879,7/29/2022,692056,I,1.48,3956
170624897,7/26/2022,38828,I,2.8,1307
170624899,7/26/2022,259046,I,1.45,4369
170624903,8/1/2022,285090,S,1.34,9767
170624955,7/29/2022,313038,S,1.44,9433
170624981,7/31/2022,180866,S,1.44,5452
170625021,7/27/2022,60710,S,1.29,2261
170625059,7/27/2022,39780,S,1.34,1364
170625061,7/27/2022,45410,S,1.11,2256
170625081,7/28/2022,104387,S,1.42,3326
170625097,7/26/2022,46546,I,1.96,1036
170625117,7/26/2022,15504,I,3.31,555
170625129,7/26/2022,18122,I,3.2,585
170624135,7/13/2022,27214,F,1.34,366
170624141,7/13/2022,27214,F,1.34,366
170624145,7/13/2022,32827,F,1.11,378
170624151,7/23/2022,20482,G,1.72,493
170624167,7/7/2022,15463,F,1.18,199
170624171,7/22/2022,230969,S,1.42,7427
170624177,7/29/2022,445536,S,1.44,13544
170624181,7/29/2022,417384,S,1.44,12578
170624189,7/25/2022,90508,G,2.3,1606
170624193,7/23/2022,131458,G,2.16,2487
170624195,7/21/2022,114121,G,2.09,2074
170624197,7/21/2022,65212,G,2.09,1185
170624199,7/21/2022,59313,G,1.72,1334
170624205,7/13/2022,22032,I,2.59,652
170624207,7/13/2022,26357,I,2.76,819
170624209,7/26/2022,37604,I,2.11,931
170624211,7/13/2022,114186,I,1.46,1900
170624213,7/13/2022,7276,I,3.54,271
170624223,7/13/2022,508450,I,1.48,8480
170623995,7/13/2022,28519,F,1.21,378
170623997,7/23/2022,23827,G,1.67,690
170623999,7/13/2022,79832,F,0.9,874
170624005,7/13/2022,86564,I,1.88,1728
170624011,7/23/2022,90848,G,2,1877
170624013,7/25/2022,37237,G,1.87,921
170624025,7/23/2022,52006,G,2.12,1023
170624033,7/13/2022,71366,F,1.51,837
170624039,7/13/2022,14504,F,1.34,192
170624053,7/13/2022,63267,I,2.1,1526
170624055,7/23/2022,68136,G,2,1409
170624057,7/13/2022,30478,F,1.46,466
170624061,7/23/2022,68299,G,1.81,1564
170624065,7/13/2022,38719,F,1.54,625
170624067,7/23/2022,11159,G,1.79,259
170624069,7/13/2022,383561,F,1.6,4860
170624073,7/24/2022,444761,G,2.1,8637
170624089,7/13/2022,50980,F,1.13,632
170624091,7/13/2022,33517,F,1.14,418
170624103,7/23/2022,118918,G,2.13,2236
170624115,7/14/2022,115872,I,1.5,1920
170624121,7/25/2022,74854,G,2.3,1317
170624125,7/13/2022,29254,F,1.24,383
170624225,7/13/2022,508450,I,1.48,8480
170624365,7/24/2022,85252,I,1.95,1905
170624371,7/25/2022,37026,S,1.27,1330
170624373,7/26/2022,16089,I,2.09,386
170624379,7/29/2022,42473,S,1.35,1397
170624381,7/24/2022,46022,I,1.5,749
170624395,7/24/2022,12332,G,1.86,274
170624397,7/23/2022,20318,F,1.46,311
170624401,7/28/2022,16769,F,1.83,276
170624407,7/28/2022,25153,F,1.83,416
170624425,7/24/2022,32956,G,1.76,864
170624443,7/24/2022,68901,G,1.91,1456
170624449,7/24/2022,202878,G,1.95,4091
170624453,7/24/2022,54652,G,1.62,1583
170624457,7/24/2022,301594,G,2.07,5572
170624459,7/23/2022,57895,G,1.67,1432
170624461,7/24/2022,60588,G,1.72,1464
170624463,7/24/2022,228123,G,1.68,5330
170624465,7/24/2022,49164,I,1.89,1165
170624471,7/22/2022,91667,S,1.49,2734
170624473,7/22/2022,51299,S,1.35,1623
170624475,7/24/2022,36394,G,1.38,1232
170624477,7/23/2022,21950,F,1.35,324
170624237,7/23/2022,228123,G,1.68,5330
170624239,7/23/2022,228123,G,1.68,5330
170624241,7/24/2022,228123,G,1.68,5330
170624247,7/23/2022,26112,G,1.84,565
170624249,7/18/2022,30600,G,1.97,622
170624255,7/23/2022,50796,F,1.46,777
170624257,7/18/2022,66953,G,1.79,1549
170624261,7/23/2022,81845,F,1.44,1245
170624263,7/18/2022,113832,G,1.81,2607
170624267,7/23/2022,20604,F,1.45,314
170624355,7/25/2022,41555,S,1.28,1623
170624353,7/23/2022,57936,F,2.28,1033
170624347,7/28/2022,65858,F,1.57,792
170624337,7/23/2022,21032,F,1.74,316
170624309,7/26/2022,11778,I,2.28,309
170624269,7/18/2022,22909,G,1.81,523
170624275,7/24/2022,69819,G,1.9,1469
170624281,7/24/2022,127786,G,1.92,2669
170624293,7/23/2022,105937,F,1.14,1295
170624285,7/24/2022,59160,G,1.79,1332
170624283,7/24/2022,48185,G,1.81,1078
170619327,5/16/2022,650760,S,1.27,8272
170622957,6/23/2022,748551,I,1.48,3457
170623291,6/28/2022,359944,I,1.8,6254
170623399,6/28/2022,109480,I,2.84,1015
170622379,6/24/2022,81090,F,0.97,261
170621961,6/13/2022,107712,I,2.99,1056
170621963,6/13/2022,107712,I,2.99,1056
170621979,6/13/2022,574301,S,1.42,5113
170621265,6/3/2022,481331,G,2.08,3965
170621479,6/9/2022,847416,I,1.48,3914
170621477,6/3/2022,847416,I,1.48,3914
170621533,6/1/2022,554064,S,1.28,5992
170621443,6/3/2022,706180,I,1.48,3261
170621437,5/30/2022,706180,I,1.48,2870
170616717,3/28/2022,49756,S,1.52,1210
170616721,3/18/2022,135772,G,1.96,2255
170616725,3/16/2022,48103,G,1.86,874
170616709,3/26/2022,715836,G,2.44,9843
170616707,3/23/2022,715836,G,2.44,9843
170616705,3/28/2022,426931,G,2.06,6564
170616729,3/28/2022,30172,G,1.96,502
170616739,3/23/2022,566671,G,2.2,8364
170616751,3/28/2022,155761,G,1.92,2795
170616753,3/27/2022,210038,G,2.2,3129
170616789,3/15/2022,14892,S,0.91,818
170616833,3/26/2022,78683,G,2,1328
170616703,3/28/2022,426931,G,2.06,6564
170616697,3/23/2022,49504,G,1.68,1138
170616685,3/29/2022,43758,S,1.42,1150
170616681,3/24/2022,29437,S,1.14,1004
170616671,3/27/2022,218484,G,1.95,3581
170616667,3/27/2022,218484,G,1.95,3581
170616663,3/26/2022,218484,G,1.95,3581
170616661,3/26/2022,218484,G,1.95,3581
170616659,3/27/2022,273421,G,1.66,5271
170616657,3/25/2022,273421,G,1.66,5271
170616639,3/28/2022,75847,S,1.35,2063
170616637,3/28/2022,63784,G,2.24,955
170616853,3/21/2022,451955,I,1.48,6127
170617493,3/25/2022,11383,G,1.81,213
170617479,3/25/2022,60846,G,2.13,925
170617141,3/22/2022,33334,G,2.2,494
170617127,3/21/2022,23555,I,2.28,500
170617093,3/22/2022,15606,G,1.95,257
170616915,3/29/2022,99912,I,1.46,1350
170616909,3/28/2022,83776,G,1.97,1336
170616889,3/25/2022,228123,G,1.68,4334
170616887,3/26/2022,367214,I,1.48,4979
170616885,3/25/2022,124726,G,2.04,1895
170616883,3/27/2022,725526,G,2.19,10815
170616881,3/26/2022,725526,G,2.19,10815
170616879,3/25/2022,725526,G,2.19,10815
170616877,3/22/2022,725526,G,2.19,10815
170616875,3/29/2022,445536,S,1.44,11011
170616873,3/23/2022,515930,G,2.19,7690
170616871,3/22/2022,515930,G,2.19,7690
170616869,3/26/2022,536697,I,1.48,7277
170616867,3/21/2022,536697,I,1.48,7277
170616865,3/25/2022,536697,I,1.48,7277
170616863,3/25/2022,193514,S,1.42,5058
170616861,3/29/2022,30518,I,3,844
170616859,3/29/2022,185552,I,1.46,2508
170616857,3/18/2022,79111,F,1.82,1051
170616855,3/25/2022,451955,I,1.48,6127
170616623,3/21/2022,176786,I,1.8,3356
170615583,3/21/2022,29893,S,1.02,1372
170615579,3/22/2022,32531,S,0.95,1550
170615585,3/13/2022,95594,G,1.99,1557
170615587,3/11/2022,105618,I,2.62,2524
170615577,3/17/2022,38434,S,1.02,1763
170615575,3/22/2022,36230,S,0.95,1741
170615571,3/17/2022,58698,S,1.05,2579
170615569,3/22/2022,48307,S,0.95,2322
170615565,3/16/2022,86843,S,1.45,2174
170615589,3/10/2022,147002,G,1.84,2650
170615591,3/12/2022,18686,F,2.14,275
170615595,3/10/2022,14107,S,1.15,496
170615597,3/10/2022,18605,S,1.14,658
170615601,3/12/2022,57222,F,2.87,1022
170615607,3/12/2022,76296,F,2.87,1362
170615615,3/14/2022,66300,S,1.34,1848
170615619,3/13/2022,229296,G,2.19,3475
170615621,3/13/2022,229296,G,2.19,3475
170615623,3/11/2022,480202,G,2.22,7246
170615563,3/22/2022,54910,S,1.07,2063
170615561,3/17/2022,71696,S,1.45,1785
170615559,3/17/2022,59568,S,1.03,2376
170615557,3/11/2022,50361,I,2.16,1038
170615555,3/10/2022,281996,G,2.44,3878
170615551,3/9/2022,205326,F,1.39,1982
170615549,3/10/2022,73501,G,1.84,1326
170615547,3/11/2022,48868,G,2.02,789
170615545,3/11/2022,57610,I,2.62,1376
170615543,3/10/2022,49001,G,1.84,885
170615541,3/11/2022,38406,I,2.62,919
170615539,3/11/2022,31865,G,1.99,520
170615535,3/10/2022,30967,G,1.75,710
170615533,3/11/2022,26316,G,1.87,461
170615531,3/8/2022,21624,I,2.49,508
170615529,3/9/2022,46349,G,2.46,698
170615525,3/7/2022,12648,S,0.93,627
170615523,3/11/2022,246449,G,1.96,3913
170615521,3/9/2022,251892,G,2.16,3854
170616155,3/13/2022,684393,G,2.16,10675
170616157,3/14/2022,684393,G,2.16,10675
170616159,3/13/2022,684393,G,2.16,10675
170616161,3/15/2022,684393,G,2.16,10675
170616163,3/18/2022,684393,G,2.16,10675
170616171,3/18/2022,27203,F,1.28,356
170616173,3/18/2022,27203,F,1.28,356
170616175,3/23/2022,29866,G,1.41,923
170616177,3/17/2022,15749,I,3.24,427
170616181,3/17/2022,31661,I,3.26,856
170616187,3/18/2022,108875,F,1.14,1073
170616189,3/22/2022,158651,G,1.78,3326
170616193,3/18/2022,55967,F,1.08,547
170616195,3/22/2022,80039,G,1.78,1670
170616203,3/18/2022,188006,G,1.96,3077
170616205,3/18/2022,187884,F,0.9,1652
170616207,3/18/2022,188006,G,1.96,3077
170616209,3/18/2022,220075,G,1.6,4530
170616211,3/16/2022,234906,G,1.95,3836
170616215,3/18/2022,26469,F,2.48,403
170616217,3/18/2022,45206,F,1.82,601
170616219,3/17/2022,401254,I,1.61,5653
170616223,3/23/2022,305660,S,1.22,8598
170616233,3/21/2022,110051,S,1.55,2516
170616235,3/15/2022,30981,G,2.22,468
170616237,3/15/2022,46879,G,1.99,769
170616277,3/23/2022,33456,G,1.99,536
170616281,3/23/2022,16249,G,1.94,263
170615647,3/21/2022,20434,S,1.18,652
170615645,3/21/2022,21046,S,1.2,658
170615643,3/10/2022,44356,S,1.17,1425
170615639,3/11/2022,70618,I,1.48,957
170615637,3/11/2022,112989,I,1.48,1532
170615633,3/10/2022,64491,G,2.19,961
170615631,3/13/2022,480202,G,2.22,7246
170615629,3/22/2022,198723,G,2.19,3012
170615627,3/22/2022,229296,G,2.19,3475
170615395,3/5/2022,22712,G,2,383
170615393,3/5/2022,31892,G,2.19,478
170615391,3/5/2022,14647,G,1.95,247
170615389,3/3/2022,16211,S,0.96,775
170615385,3/3/2022,15640,I,2.84,427
170615377,3/4/2022,18707,F,2.33,275
170615373,3/4/2022,18146,F,1.14,180
170615371,3/4/2022,18023,F,1.15,178
170615369,3/5/2022,47872,G,1.97,763
170615367,3/5/2022,40331,G,2.02,619
170615365,3/3/2022,15266,S,1.06,599
170615357,3/3/2022,29206,S,1.46,741
170615355,3/3/2022,15613,S,1.17,514
170615353,3/5/2022,40739,G,2,623
170615351,3/3/2022,13372,S,1.05,488
170615343,3/5/2022,13056,G,1.84,231
170615337,3/3/2022,112989,I,1.48,1532
170615321,3/16/2022,141780,S,1.13,4099
170615319,3/7/2022,47889,I,2.29,986
170615317,3/16/2022,120156,S,1.35,2907
170615315,3/16/2022,121319,S,1.35,3129
170615313,3/16/2022,27965,S,0.92,1449
170615309,3/16/2022,17612,S,0.93,844
170615307,3/16/2022,20400,S,0.95,970
170615305,3/16/2022,42167,S,1.13,1227
170615303,3/15/2022,86020,S,1.08,2822
170615301,3/4/2022,19951,F,3.11,358
170615299,3/15/2022,25990,S,0.98,1085
170615297,3/15/2022,64464,S,0.95,2943
170615295,3/15/2022,27418,S,0.97,1194
170615293,3/15/2022,17612,S,0.93,844
170615291,3/5/2022,35680,G,1.79,652
170615289,3/5/2022,22277,G,1.76,419
170615287,3/15/2022,12903,S,0.94,632
170615285,3/15/2022,14620,S,0.91,814
170615283,3/5/2022,33568,G,1.77,629
170615281,3/4/2022,46328,F,2.54,759
170615515,3/22/2022,20910,S,0.92,1044
170615511,3/9/2022,163312,F,1.14,1607
170615507,3/9/2022,234304,F,1.15,2312
170615503,3/8/2022,268382,G,1.75,6157
170615501,3/8/2022,197370,G,1.87,3455
170615499,3/7/2022,183804,I,2.49,4307
170615497,3/10/2022,155805,G,1.83,2836
170615495,3/8/2022,95200,I,2.6,2287
170615493,3/11/2022,110813,G,1.99,1808
170615491,3/10/2022,89474,S,1.42,2318
170615489,3/8/2022,86598,I,1.48,1259
170615487,3/8/2022,73318,I,1.76,1330
170615485,3/8/2022,32956,G,1.76,702
170615481,3/10/2022,43942,G,1.76,937
170615479,3/13/2022,66912,G,1.99,1071
170615475,3/8/2022,43942,G,1.76,937
170615473,3/8/2022,33456,G,1.99,536
170615469,3/9/2022,312161,G,2.13,4771
170615467,3/13/2022,204898,G,2.46,2785
170615463,3/9/2022,13148,F,1.37,146
170615459,3/8/2022,80614,G,2.19,1202
170615457,3/7/2022,84742,I,1.48,1150
170615453,3/9/2022,10159,F,1.46,128
170615451,3/5/2022,23800,G,1.66,561
170615449,3/10/2022,225828,S,1.58,5289
170615447,3/16/2022,166505,S,1.23,4615
170615443,3/8/2022,148648,G,2.13,2273
170615435,3/9/2022,360318,G,2.04,5473
170615433,3/13/2022,284702,G,1.72,5204
170615431,3/13/2022,228242,G,2.09,3370
170615429,3/8/2022,228242,G,2.09,3370
170615427,3/8/2022,48368,G,2.19,723
170615425,3/8/2022,53611,G,2.02,824
170615421,3/10/2022,209596,G,2.19,3125
170615419,3/9/2022,261501,G,2.04,4653
170615415,3/8/2022,220238,G,2.31,3164
170615411,3/8/2022,159365,G,2.46,2168
170615407,3/8/2022,268736,G,2.25,3957
170615405,3/16/2022,197669,S,1.21,5641
170615757,3/13/2022,42962,G,1.93,729
170615759,3/13/2022,43809,G,1.6,923
170615761,3/18/2022,106876,F,1.85,1447
170615763,3/18/2022,34068,G,1.42,834
170615765,3/17/2022,103360,S,0.96,4862
170615767,3/17/2022,88781,S,1.18,3344
170615769,3/25/2022,154904,I,1.81,2826
170615773,3/21/2022,81614,S,1.35,2524
170615775,3/17/2022,84334,I,1.92,1518
170615779,3/21/2022,109432,S,1.4,3008
170615783,3/17/2022,62608,I,2.04,1316
170615785,3/15/2022,91219,S,1.52,2218
170615787,3/22/2022,37454,S,0.96,1753
170615789,3/22/2022,27948,S,1.17,1046
170615791,3/21/2022,119340,S,0.93,5702
170615793,3/22/2022,90678,S,1.17,3251
170615795,3/13/2022,69666,G,1.88,1192
170615799,3/11/2022,97702,G,1.68,2261
170615803,3/13/2022,178480,G,1.87,3073
170615805,3/11/2022,238000,G,1.66,5589
170615809,3/13/2022,27071,G,1.89,470
170615811,3/11/2022,52714,I,2.76,1332
170615813,3/13/2022,61880,G,1.68,1423
170615815,3/16/2022,83810,S,1.22,2358
170615817,3/22/2022,93670,S,1.22,2635
170615819,3/16/2022,233356,S,1.58,5465
170615821,3/12/2022,19278,F,1.59,247
170615827,3/14/2022,542314,G,2.46,7386
170615829,3/11/2022,825894,G,2.31,11859
170615833,3/16/2022,33966,G,1.99,540
170615835,3/13/2022,44839,G,1.77,945
170615837,3/13/2022,200301,G,2.09,3101
170615841,3/13/2022,211650,G,2.09,3291
170615843,3/16/2022,218566,S,1.64,4805
170615845,3/17/2022,12077,S,0.95,581
170615847,3/11/2022,65715,G,2.25,976
170615849,3/11/2022,101164,G,2,1706
170615853,3/17/2022,160099,I,1.85,2955
170615855,3/11/2022,175766,G,2.18,2700
170615649,3/14/2022,55937,S,1.52,1467
170615651,3/10/2022,25174,S,1.19,787
170615653,3/21/2022,38189,S,1.2,1186
170615655,3/21/2022,28227,S,1.17,907
170615657,3/14/2022,54407,S,1.49,1451
170615659,3/10/2022,46376,S,1.19,1445
170615661,3/17/2022,40270,S,1.22,1206
170615663,3/21/2022,33565,S,1.19,1051
170615665,3/14/2022,54407,S,1.49,1451
170615673,3/12/2022,48042,F,1.15,494
170615679,3/12/2022,29254,F,1.24,312
170615681,3/11/2022,30172,G,1.96,502
170615689,3/12/2022,171231,F,1.57,1674
170615691,3/11/2022,191352,G,2.19,2862
170615695,3/11/2022,40902,I,1.45,561
170615697,3/13/2022,79730,G,2.19,1192
170615699,3/16/2022,55947,G,1.77,1051
170615701,3/23/2022,257856,S,0.95,11766
170615709,3/18/2022,504016,G,2.11,7499
170615711,3/18/2022,446352,G,2.11,6633
170615713,3/13/2022,734849,G,2.5,9898
170615717,3/18/2022,104577,G,2.11,1552
170615719,3/18/2022,89638,G,2.11,1332
170615721,3/13/2022,144187,G,2.5,1937
170615725,3/21/2022,70666,I,2.28,1500
170615727,3/13/2022,75613,G,1.75,1625
170615729,3/21/2022,29811,S,1.16,1012
170615731,3/23/2022,47022,S,1.05,1650
170615733,3/23/2022,44125,S,1.38,1154
170615735,3/23/2022,51789,S,1.06,1943
170615737,3/21/2022,33293,S,1.16,1136
170615739,3/23/2022,34527,S,1.34,939
170615741,3/21/2022,29594,S,1.16,1010
170615743,3/23/2022,49266,S,1.06,1830
170615745,3/23/2022,33463,S,1.36,1038
170615747,3/17/2022,12009,I,2.11,253
170615751,3/13/2022,244147,G,2.07,3668
170615755,3/13/2022,42962,G,1.93,729
170615859,3/23/2022,285709,S,1.24,6285
170616001,3/12/2022,32827,F,1.11,308
170616003,3/11/2022,25480,G,1.81,506
170616011,3/16/2022,63920,G,1.71,1443
170616013,3/22/2022,90515,G,1.94,1504
170616017,3/16/2022,117014,G,1.71,2619
170616021,3/12/2022,30824,F,1.17,322
170616023,3/22/2022,20618,S,1.1,820
170616025,3/12/2022,78795,F,1.16,816
170616029,3/22/2022,82470,S,1.1,3279
170616035,3/22/2022,51102,S,1.49,1225
170616039,3/18/2022,85731,G,1.99,1360
170616041,3/16/2022,124022,G,1.91,2131
170616043,3/23/2022,33130,S,0.97,1405
170616047,3/22/2022,54740,S,1.3,1625
170616057,3/18/2022,33925,F,1.15,342
170616061,3/18/2022,123593,F,1.14,1229
170616063,3/18/2022,104407,G,1.6,2488
170616069,3/22/2022,27581,G,1.89,474
170616071,3/18/2022,27526,G,1.73,599
170616075,3/22/2022,27764,G,1.89,476
170616077,3/18/2022,41290,G,1.73,897
170616083,3/22/2022,28288,S,1.12,1051
170616087,3/25/2022,108460,I,2.33,2550
170616089,3/18/2022,122128,G,1.68,2828
170616095,3/18/2022,25724,F,1.35,287
170616099,3/23/2022,225542,G,1.9,3842
170616101,3/18/2022,294739,G,1.68,6801
170616103,3/22/2022,12213,G,1.68,283
170616105,3/23/2022,13913,G,1.88,239
170616107,3/25/2022,29702,I,2.3,698
170616111,3/18/2022,73685,G,1.68,1700
170616115,3/25/2022,44404,I,2.69,1113
170616117,3/18/2022,24752,G,1.68,569
170616145,3/17/2022,418540,I,1.8,8473
170616147,3/25/2022,418540,I,1.8,8473
170616149,3/26/2022,418540,I,1.8,8473
170616151,3/29/2022,418540,I,1.8,8473
170615861,3/16/2022,306700,S,1.6,6809
170615865,3/22/2022,16871,G,1.99,269
170615867,3/14/2022,43819,G,1.75,935
170615869,3/12/2022,48736,F,0.99,459
170615873,3/14/2022,67442,G,2,1138
170615877,3/12/2022,21787,F,2.2,316
170615879,3/21/2022,35394,S,1.35,947
170615883,3/22/2022,74392,G,2.11,1107
170615885,3/22/2022,74698,G,2.11,1109
170615887,3/14/2022,95200,G,2.49,1281
170615897,3/12/2022,25928,F,1.24,289
170615901,3/22/2022,98790,S,1.14,3445
170615903,3/27/2022,92616,S,1.14,3230
170615905,3/14/2022,161874,G,2,2619
170615907,3/22/2022,87013,S,1.14,3020
170615911,3/21/2022,119126,S,1.44,3204
170615913,3/22/2022,75072,S,1.14,2595
170615915,3/27/2022,62560,S,1.14,2162
170615917,3/21/2022,99035,S,1.42,2686
170615919,3/14/2022,56780,G,2,953
170615931,3/12/2022,259488,F,0.97,2443
170615935,3/16/2022,335172,G,1.99,5734
170615937,3/11/2022,536697,I,1.48,7277
170615941,3/18/2022,298751,G,2,4566
170615943,3/16/2022,168422,G,2.3,2407
170615959,3/21/2022,46349,S,1.49,1269
170615961,3/22/2022,40202,S,1.23,1117
170615965,3/21/2022,49885,S,1.42,1306
170615967,3/18/2022,94710,F,1.97,1081
170615969,3/18/2022,107766,G,2.02,1652
170615973,3/18/2022,41534,G,1.73,901
170615975,3/18/2022,33925,F,1.15,342
170615979,3/23/2022,22794,S,1.12,842
170615981,3/26/2022,25969,I,1.88,421
170615985,3/23/2022,48008,S,1.35,1486
170615989,3/18/2022,52632,F,1.13,524
170615991,3/18/2022,65280,G,1.69,1457
170615999,3/16/2022,225719,G,2.19,3364
170615279,3/5/2022,22297,G,1.76,419
170614429,2/25/2022,327726,G,1.95,5372
170614431,3/1/2022,41718,G,1.64,943
170614433,2/28/2022,31280,I,2.84,852
170614435,3/1/2022,23888,G,1.81,435
170614437,3/7/2022,51816,S,1.17,1858
170614439,3/4/2022,61880,S,0.93,2957
170614441,3/1/2022,40331,G,2.02,619
170614445,3/1/2022,38570,G,2.34,547
170614449,3/4/2022,57684,S,1.15,2091
170614451,3/4/2022,37699,S,1.32,1188
170614453,2/26/2022,27418,S,0.97,1194
170614455,3/4/2022,23052,S,0.98,998
170614457,3/4/2022,17830,S,1.18,640
170614459,3/7/2022,35795,S,0.97,1585
170614461,3/2/2022,21896,S,0.96,986
170614463,3/8/2022,29376,S,1.17,1063
170614465,3/2/2022,31280,S,1.14,1081
170614467,3/7/2022,25024,S,1.14,866
170614469,3/4/2022,36013,S,1.42,978
170614471,3/2/2022,24861,S,1.14,864
170614473,3/7/2022,18197,S,1.13,644
170614475,3/4/2022,42044,S,1.44,1131
170614477,3/2/2022,61744,S,1.14,2154
170614199,3/2/2022,13546,S,1.05,595
170614207,3/3/2022,73073,I,1.95,1328
170614209,3/1/2022,129744,G,1.99,2220
170614213,3/3/2022,24018,I,2.11,504
170614227,3/4/2022,90148,F,1.21,949
170614231,2/26/2022,45410,S,1.11,1834
170614233,3/4/2022,45778,F,1.19,480
170614237,2/26/2022,52224,S,1.12,2056
170614241,2/26/2022,15830,S,0.94,771
170614243,2/26/2022,20182,S,1.11,816
170614245,2/24/2022,24154,S,0.95,1162
170614269,3/7/2022,56222,S,1.13,1635
170614275,3/4/2022,11934,S,0.92,621
170614281,3/4/2022,16592,S,0.93,834
170614285,3/8/2022,21848,S,0.94,1042
170614289,2/26/2022,21542,S,1.12,830
170614339,3/1/2022,47838,G,2.19,717
170614345,3/1/2022,66667,G,2.2,986
170614349,3/4/2022,428196,F,1.51,4077
170614403,3/4/2022,84510,S,1.19,2842
170614411,3/4/2022,17544,S,0.9,1176
170614413,3/3/2022,15912,S,1.11,761
170614417,3/4/2022,22705,S,0.98,935
